 date                            | node         | day_partition | event_time                           | authenticated | batch_id | category | consistency | keyspace_name         | operation                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | source     | table_name   | type               | username
---------------------------------+--------------+---------------+--------------------------------------+---------------+----------+----------+-------------+-----------------------+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+--------------+--------------------+-----------
 2022-11-18 00:00:00.000000+0000 | 10.166.66.48 |         21600 | 84c19bb1-670d-11ed-9c07-27eea4aa13fe |     anonymous |     null |    QUERY |         ONE |                  null |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      CALL InsightsRpc.reportInsight('{"data": {"sessionId": "8ae9de14-f7b3-4333-9884-3251da4438aa", "connectedNodes": {"127.0.0.1": {"connections": 1, "inFlightQueries": [0]}}, "controlConnection": "127.0.0.1", "clientId": "f3ff8ed3-75fe-4480-84bc-2a0262329e85"}, "metadata": {"timestamp": 1668754327787, "insightType": "EVENT", "name": "driver.status", "tags": {"language": "python"}, "insightMappingId": "v1"}}') | /127.0.0.1 |         null | RPC_CALL_STATEMENT | anonymous
 2022-11-18 00:00:00.000000+0000 | 10.166.66.48 |         21600 | 96a365c1-670d-11ed-9c07-27eea4aa13fe |     anonymous |     null |    QUERY |         ONE |                  null |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      CALL InsightsRpc.reportInsight('{"data": {"sessionId": "8ae9de14-f7b3-4333-9884-3251da4438aa", "connectedNodes": {"127.0.0.1": {"connections": 1, "inFlightQueries": [0]}}, "controlConnection": "127.0.0.1", "clientId": "f3ff8ed3-75fe-4480-84bc-2a0262329e85"}, "metadata": {"timestamp": 1668754357787, "insightType": "EVENT", "name": "driver.status", "tags": {"language": "python"}, "insightMappingId": "v1"}}') | /127.0.0.1 |         null | RPC_CALL_STATEMENT | anonymous
 2022-11-18 00:00:00.000000+0000 | 10.166.66.48 |         21600 | a884e1b1-670d-11ed-9c07-27eea4aa13fe |     anonymous |     null |    QUERY |         ONE |                  null |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      CALL InsightsRpc.reportInsight('{"data": {"sessionId": "8ae9de14-f7b3-4333-9884-3251da4438aa", "connectedNodes": {"127.0.0.1": {"connections": 1, "inFlightQueries": [0]}}, "controlConnection": "127.0.0.1", "clientId": "f3ff8ed3-75fe-4480-84bc-2a0262329e85"}, "metadata": {"timestamp": 1668754387787, "insightType": "EVENT", "name": "driver.status", "tags": {"language": "python"}, "insightMappingId": "v1"}}') | /127.0.0.1 |         null | RPC_CALL_STATEMENT | anonymous
 2022-11-18 00:00:00.000000+0000 | 10.166.66.48 |         21600 | ba6684b1-670d-11ed-9c07-27eea4aa13fe |     anonymous |     null |    QUERY |         ONE |                  null |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      CALL InsightsRpc.reportInsight('{"data": {"sessionId": "8ae9de14-f7b3-4333-9884-3251da4438aa", "connectedNodes": {"127.0.0.1": {"connections": 1, "inFlightQueries": [0]}}, "controlConnection": "127.0.0.1", "clientId": "f3ff8ed3-75fe-4480-84bc-2a0262329e85"}, "metadata": {"timestamp": 1668754417788, "insightType": "EVENT", "name": "driver.status", "tags": {"language": "python"}, "insightMappingId": "v1"}}') | /127.0.0.1 |         null | RPC_CALL_STATEMENT | anonymous
 2022-11-18 00:00:00.000000+0000 | 10.166.66.48 |         21600 | cc484ec1-670d-11ed-9c07-27eea4aa13fe |     anonymous |     null |    QUERY |         ONE |                  null |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      CALL InsightsRpc.reportInsight('{"data": {"sessionId": "8ae9de14-f7b3-4333-9884-3251da4438aa", "connectedNodes": {"127.0.0.1": {"connections": 1, "inFlightQueries": [0]}}, "controlConnection": "127.0.0.1", "clientId": "f3ff8ed3-75fe-4480-84bc-2a0262329e85"}, "metadata": {"timestamp": 1668754447788, "insightType": "EVENT", "name": "driver.status", "tags": {"language": "python"}, "insightMappingId": "v1"}}') | /127.0.0.1 |         null | RPC_CALL_STATEMENT | anonymous
 2022-11-18 00:00:00.000000+0000 | 10.166.66.48 |         21600 | de29f1c1-670d-11ed-9c07-27eea4aa13fe |     anonymous |     null |    QUERY |         ONE |                  null |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      CALL InsightsRpc.reportInsight('{"data": {"sessionId": "8ae9de14-f7b3-4333-9884-3251da4438aa", "connectedNodes": {"127.0.0.1": {"connections": 1, "inFlightQueries": [0]}}, "controlConnection": "127.0.0.1", "clientId": "f3ff8ed3-75fe-4480-84bc-2a0262329e85"}, "metadata": {"timestamp": 1668754477788, "insightType": "EVENT", "name": "driver.status", "tags": {"language": "python"}, "insightMappingId": "v1"}}') | /127.0.0.1 |         null | RPC_CALL_STATEMENT | anonymous
 2022-11-18 00:00:00.000000+0000 | 10.166.66.48 |         21600 | f00b94c1-670d-11ed-9c07-27eea4aa13fe |     anonymous |     null |    QUERY |         ONE |                  null |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      CALL InsightsRpc.reportInsight('{"data": {"sessionId": "8ae9de14-f7b3-4333-9884-3251da4438aa", "connectedNodes": {"127.0.0.1": {"connections": 1, "inFlightQueries": [0]}}, "controlConnection": "127.0.0.1", "clientId": "f3ff8ed3-75fe-4480-84bc-2a0262329e85"}, "metadata": {"timestamp": 1668754507788, "insightType": "EVENT", "name": "driver.status", "tags": {"language": "python"}, "insightMappingId": "v1"}}') | /127.0.0.1 |         null | RPC_CALL_STATEMENT | anonymous
 2022-11-18 00:00:00.000000+0000 | 10.166.66.48 |         21600 | 01ed37c1-670e-11ed-9c07-27eea4aa13fe |     anonymous |     null |    QUERY |         ONE |                  null |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      CALL InsightsRpc.reportInsight('{"data": {"sessionId": "8ae9de14-f7b3-4333-9884-3251da4438aa", "connectedNodes": {"127.0.0.1": {"connections": 1, "inFlightQueries": [0]}}, "controlConnection": "127.0.0.1", "clientId": "f3ff8ed3-75fe-4480-84bc-2a0262329e85"}, "metadata": {"timestamp": 1668754537788, "insightType": "EVENT", "name": "driver.status", "tags": {"language": "python"}, "insightMappingId": "v1"}}') | /127.0.0.1 |         null | RPC_CALL_STATEMENT | anonymous
 2022-11-18 00:00:00.000000+0000 | 10.166.66.48 |         21600 | 0c1c55a1-670e-11ed-9c07-27eea4aa13fe |     anonymous |     null |    ERROR |        null |                  null |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             table system.peers_v2 does not exist SELECT * FROM system.peers_v2 | /127.0.0.1 |         null |    REQUEST_FAILURE | anonymous
 2022-11-18 00:00:00.000000+0000 | 10.166.66.48 |         21600 | 0c1c7cb1-670e-11ed-9c07-27eea4aa13fe |     anonymous |     null |    QUERY |         ONE |          system_views |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   SELECT * FROM system.local WHERE key='local' | /127.0.0.1 |   local_node |         CQL_SELECT | anonymous
